RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH
345,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.171925,-80.763103,Low,0
348,LEJOK,"Wreck - Submerged, nondangerous",29.200267,-79.166389,Low,0
353,LUBRAIOL,"Wreck - Submerged, nondangerous",29.233592,-80.166422,Low,0
409,NORTH WESTERN,Not Charted,29.566917,-81.149781,Low,0
411,UNKNOWN,Not Charted,29.593583,-81.176172,Low,0
413,ARAWAK,Not Charted,29.60025,-80.899775,Low,0
429,UNKNOWN,Not Charted,29.782192,-81.252011,Low,0
451,HERMITAGE,Not Charted,30.266911,-79.716425,Low,0
452,GULF AMERICA,Not Charted,30.277186,-81.228408,Low,0
453,GULF AMERICA,,30.278019,-81.227575,Low,0
463,UNKNOWN,Not Charted,30.375239,-81.396472,Low,0
466,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.4527,-81.322022,High,54.2
470,HERCULES,Not Charted,30.716903,-79.583094,Low,0
472,UNKNOWN,Not Charted,30.750239,-80.19145,Low,0
473,UNKNOWN,Not Charted,30.774683,-80.249786,Low,0
474,CAROLINE,"Wreck - Submerged, dangerous to surface navigation",30.783569,-81.399811,Low,0
476,ESPARTA,"Wreck - Submerged, dangerous to surface navigation",30.846069,-81.165917,Low,0
478,ESSO GETTYSBURG,Not Charted,31.000231,-79.249756,Low,0
479,DAISY FORLIN,Not Charted,31.000233,-80.166453,Low,0
480,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.011864,-81.367436,High,9
481,LCT 415,"Wreck - Submerged, dangerous to surface navigation",31.021531,-81.208339,High,40
482,MICHAEL,"Wreck - Submerged, dangerous to surface navigation",31.052797,-81.229206,High,25
483,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.283564,-81.216481,Low,0
484,UNKNOWN,Not Charted,31.283564,-81.216481,Low,0
485,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.316897,-80.966475,Low,
486,EVELYN H,"Wreck - Submerged, dangerous to surface navigation",31.441611,-81.305372,Low,0
487,BLOODY MARSH,"Wreck - Submerged, nondangerous",31.550214,-78.966419,Low,0
488,MELERO,"Wreck - Submerged, nondangerous",31.748339,-78.667922,High,510.11
491,YP 426,"Wreck - Submerged, dangerous to surface navigation",31.983547,-80.799831,Low,0
495,ALPHA,"Wreck - Submerged, nondangerous",31.633547,-78.866414,Poor,0
496,T.J. DON,Not Charted,32.000217,-76.216272,Low,0
774,VIRGINIUS,"Wreck - Submerged, dangerous to surface navigation",33.724747,-78.014514,High,29
500,T.A. WARD,Not Charted,32.083539,-77.799694,Low,0
501,GYPSY QUEEN,Not Charted,32.098819,-80.840108,Low,0
502,JUAN CASIANO,Not Charted,32.283533,-77.749694,Low,0
503,FRIPP DRYDOCK,"Wreck - Submerged, dangerous to surface navigation",32.287142,-80.408297,Low,0
504,UNKNOWN,Not Charted,32.31825,-80.403714,Low,0
505,CITY OF ST. HELENS,Not Charted,32.333533,-77.666356,Low,0
506,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.454389,-74.941208,Low,0
509,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.600361,-79.669181,High,11.5
513,ALVARADO,Not Charted,32.666844,-79.916475,Low,0
514,DORIS KELLOGG,Not Charted,32.683528,-77.499683,Low,0
515,USS HOUSATONIC,Not Charted,32.719097,-79.776119,Med,0
517,UNKNOWN,Not Charted,32.766564,-79.868417,Low,0
518,UNKNOWN,Not Charted,32.780175,-79.7248,Low,0
520,UNKNOWN,Wreck - Visible,32.798814,-79.906892,Low,0
521,UNKNOWN,Wreck - Visible,32.812869,-79.907919,Low,0
522,UNKNOWN,Not Charted,32.814097,-75.396239,Low,0
523,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.815425,-79.907281,High,
525,BRAZOS,Not Charted,32.900219,-74.232844,Low,0
526,D. HOWARD SPEAR,Not Charted,33.000192,-76.916319,Low,0
527,CITY OF RICHMOND,"Wreck - Submerged, dangerous to surface navigation",33.030836,-78.925256,High,19.4
528,HEBE,Not Charted,33.144622,-78.249722,Low,0
529,ST. CATHAN,Not Charted,33.150178,-78.273611,Low,0
530,MARY B. BAIRD,Not Charted,33.210183,-77.808033,Low,0
531,M.R. BAIRD,Not Charted,33.250211,-74.399525,Low,0
533,YDS 68 USS,Not Charted,33.283514,-77.8247,Low,0
534,UNKNOWN,Not Charted,33.386847,-77.881369,Low,0
536,RARITAN,"Wreck - Submerged, dangerous to surface navigation",33.541717,-77.948286,High,50.5
537,UNKNOWN,Not Charted,33.591844,-77.474686,Low,0
538,UNKNOWN,Not Charted,33.599622,-77.466075,Low,0
7136,DELTA DIAMOND,"Wreck - Submerged, nondangerous",31.750222,-80.601486,Low,0
14833,UNKNOWN,,30.667497,-81.473511,Low,
14834,UNKNOWN,Wreck - Visible,30.663119,-81.479858,Low,
2486,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.619406,-80.802931,High,4
1617,LUCKY LADY,"Wreck - Submerged, dangerous to surface navigation",32.185203,-80.596494,Low,0
1618,WILLIAM LAWRENCE,Wreck - Visible,32.194869,-80.583828,High,0
14054,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.904381,-78.016042,Low,14
14055,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.910933,-78.015097,High,15
14056,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.912611,-78.013106,High,19
14057,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.914575,-78.010333,High,16
14060,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.957357,-77.952127,High,16
14061,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",34.021532,-77.937153,Low,
14068,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",34.229136,-77.952844,Low,
14119,WRECK,"Wreck - Submerged, dangerous to surface navigation",33.826842,-77.958042,Poor,
12970,F/V CINDY,Wreck - Visible,31.118333,-81.341667,Low,
12971,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.15325,-81.510861,Med,
12973,UNKNOWN,Wreck - Visible,31.152314,-81.501975,High,
12977,UNKNOWN,Wreck - Visible,31.146693,-81.499937,High,
13015,PINNER,"Wreck - Submerged, dangerous to surface navigation",33.829967,-78.218814,High,24
13016,COPPEDGE,"Wreck - Submerged, dangerous to surface navigation",33.829967,-78.218231,High,20
13213,UNKNOWN,"Wreck - Submerged, nondangerous",33.764031,-78.281578,High,52
13354,UNKNOWN,,29.710961,-81.637372,High,
12748,S/V LUMINA,"Wreck - Submerged, dangerous to surface navigation",32.033333,-80.85,Low,
12749,GA 9003 EX,Wreck - Visible,32.055211,-80.843444,Low,
13884,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.499406,-81.429475,Med,
12758,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.145886,-81.140614,High,19
12773,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.116133,-81.668175,High,11
13465,UNKNOWN,Wreck - Visible,29.869003,-81.615739,High,
13466,UNKNOWN,Wreck - Visible,29.879939,-81.584433,High,
9863,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.833333,-78.211667,High,20
9864,JELL II,"Wreck - Submerged, dangerous to surface navigation",33.747228,-78.234494,High,10.8
9865,LAUGHING GULL,Wreck - Visible,30.978567,-81.388147,Med,0
9867,MISS CAROLYN,"Wreck - Submerged, dangerous to surface navigation",30.987178,-81.457594,Med,0
9870,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.033569,-81.452181,High,0
9871,MR. C,"Wreck - Submerged, dangerous to surface navigation",31.000789,-81.340369,Low,0
9872,UNKNOWN,Wreck - Visible,31.033567,-81.38315,Low,0
9873,DOROTHY MARIE II,"Wreck - Submerged, dangerous to surface navigation",31.0669,-81.35815,Low,0
9874,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.094122,-81.319536,Med,0
9875,SEA STALKER,"Wreck - Submerged, dangerous to surface navigation",31.103333,-81.335,Med,0
9878,TOMMY LEE,"Wreck - Submerged, dangerous to surface navigation",31.111897,-81.329814,Med,0
9880,GA-0848-B,"Wreck - Submerged, dangerous to surface navigation",31.205231,-81.256481,Low,0
9881,UNKNOWN,Wreck - Visible,31.296894,-81.258147,Med,0
9882,TWILIGHT,Wreck - Visible,30.781903,-81.438147,Med,0
9883,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.978333,-81.391667,Med,0
9884,LITTLE SACHA,"Wreck - Submerged, dangerous to surface navigation",31.142039,-81.286536,High,17
9885,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.017094,-81.241131,High,41
9886,ANETRA,"Wreck - Submerged, dangerous to surface navigation",31.326894,-81.191481,Med,0
9887,MISS JOYCE ANN,"Wreck - Submerged, dangerous to surface navigation",31.356894,-81.151481,Med,0
9888,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.098811,-81.208072,High,28
9889,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.099011,-81.2043,High,29
9919,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.715967,-79.806664,High,7.3
10007,CASABLANCA,"Wreck - Submerged, dangerous to surface navigation",30.292031,-80.821306,High,83
10016,SEA WITCH,"Wreck - Submerged, dangerous to surface navigation",30.450239,-81.316472,Low,0
10017,ROSLYN B. HUDGINS,"Wreck - Submerged, dangerous to surface navigation",30.372689,-80.899803,High,80
10020,ATLANTIC SUN,"Wreck - Submerged, nondangerous",30.707222,-81.404972,High,11
10022,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.655975,-81.235161,High,0
9677,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.88795,-78.043044,Med,0
9678,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.896006,-78.053044,High,0
9679,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.897394,-78.059433,High,0
9680,UNKNOWN,Not Charted,33.830175,-77.958042,Low,
9683,MOUNT DIRFYS(DEBRIS),"Wreck - Submerged, dangerous to surface navigation",33.6164,-77.861869,Med,
9685,ADVENTURER,"Wreck - Submerged, dangerous to surface navigation",33.766839,-78.416392,Poor,0
9687,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.909639,-78.237111,High,0
9688,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.910033,-78.236747,Low,0
9689,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.912,-78.238833,High,0
9691,RANGER,Wreck - Visible,33.912075,-78.258372,High,0
10025,YSD,"Wreck - Submerged, dangerous to surface navigation",33.852317,-78.109431,High,18
10026,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.85405,-78.110583,High,29
10027,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.8505,-78.109294,High,24
10028,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.781753,-78.30205,High,47
10036,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.741944,-79.848394,High,41
9692,CITY OF HOUSTON,"Wreck - Submerged, dangerous to surface navigation",33.405189,-77.711944,High,66
9693,GEORGE WEEMS,"Wreck - Submerged, dangerous to surface navigation",33.598481,-77.722931,Med,0
9694,LISA MARIE,"Wreck - Submerged, dangerous to surface navigation",33.911283,-78.236386,Low,0
9332,JEAN MARIE,"Wreck - Submerged, dangerous to surface navigation",32.110483,-80.533161,Low,0
9340,OLD SOUL,"Wreck - Submerged, dangerous to surface navigation",32.067919,-80.603786,High,43
10070,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.549986,-81.123039,High,56
10071,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.721222,-81.412472,High,18.92
10073,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.213597,-81.083808,High,67.2
10075,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.645592,-81.214503,High,53.1
10077,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.461806,-81.237669,High,64
10083,UNKNOWN,Wreck - Visible,31.010664,-81.432444,High,0
10085,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.2759,-81.231072,High,57.7
10086,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.421383,-81.207542,High,47.9
10087,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.430206,-81.222889,High,63
10088,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.428936,-81.223747,High,58.7
10089,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.42265,-81.224819,High,57.1
10095,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.36175,-80.843397,High,0
9011,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.970122,-81.051567,High,0
10151,VIRGINIA LANG,"Wreck - Submerged, dangerous to surface navigation",31.142,-81.295,Low,0
9829,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",31.869581,-80.646006,High,47
9830,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.027781,-80.606575,High,44
10159,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.38925,-81.347306,High,43
10164,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.394503,-81.171769,High,62.6
10165,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.392083,-81.171097,High,62.6
10166,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.388922,-81.176936,High,61.1
10167,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.388342,-81.170253,High,64.3
10169,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.386244,-81.158458,High,65.9
10170,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.387667,-81.175206,High,53.7
10171,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.347136,-81.214544,High,59
10172,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.412983,-81.260139,High,46.2
10174,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.401286,-81.379147,High,
10182,SHARK BARGE,"Wreck - Submerged, dangerous to surface navigation",30.589392,-81.147408,High,56.7
9493,UNKNOWN,Wreck - Visible,32.200858,-80.792031,High,0
10183,HADDOCK'S HIDEAWAY,"Wreck - Submerged, dangerous to surface navigation",30.574758,-81.131517,High,48.2
14553,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.241667,-79.195833,Low,
9511,UNKNOWN,Wreck - Visible,32.420842,-80.657803,High,0
3429,UNKNOWN,"Wreck - Submerged, nondangerous",32.126583,-79.321444,Low,0
2675,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.023058,-80.836742,High,8
2678,WINGS OF LOVE,"Wreck - Submerged, dangerous to surface navigation",32.035767,-80.870664,Low,0
2682,UNKNOWN,Wreck - Visible,32.515875,-81.241158,Low,0
2683,UNKNOWN,Wreck - Visible,32.702253,-81.428439,Low,0
2685,UNKNOWN,Wreck - Visible,32.309417,-81.126219,Low,0
2686,UNKNOWN,Wreck - Visible,32.304111,-81.122167,High,0
2687,UNKNOWN,Wreck - Visible,32.305028,-81.122,High,0
2688,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.290694,-81.120306,Low,0
2689,UNKNOWN,Wreck - Visible,32.079764,-81.060222,High,
2693,GEORGIA,"Wreck - Submerged, nondangerous",32.083819,-81.037694,Low,
2713,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.196589,-81.154833,Low,0
2545,UNKNOWN,Wreck - Visible,28.407783,-80.693347,High,0
2559,RACCOON,,32.743231,-79.835361,Poor,0
2563,WEEHAWKEN,,32.7174,-79.852861,Poor,0
2564,KEOKUK,,32.693233,-79.862861,Poor,0
2565,RUBY,,32.6824,-79.883697,Poor,0
2566,STONEWALL JACKSON,,32.777983,-75.800147,Poor,0
2567,RATTLESNAKE,,32.773786,-79.803414,Poor,0
2568,NORSEMAN,,32.790453,-79.769803,Poor,0
2841,MARIE PALMER,Not Charted,33.630178,-77.903039,Poor,
2843,HECTOR,Not Charted,32.996836,-79.096433,Poor,0
2844,ETIWAN,Not Charted,32.755175,-79.884808,Poor,0
2846,GEORGIANA,Not Charted,32.741842,-79.831472,Poor,0
2848,DAVENTRY,Not Charted,32.696844,-79.819806,Poor,0
2849,FRED W. CHASE,Not Charted,32.650178,-79.873142,Poor,0
2926,UNKNOWN,Wreck - Visible,28.456214,-80.721183,High,0
7451,CARRIER DOVE,"Wreck - Submerged, dangerous to surface navigation",31.976733,-80.796294,High,10
7452,CANTERBURY,"Wreck - Submerged, dangerous to surface navigation",31.944111,-80.828306,High,15
7453,UNKNOWN,Wreck - Visible,31.373836,-81.236203,Med,0
7454,PEARL OF SEA,,32.628514,-79.983144,Med,0
7455,MISTER CHRIS,"Wreck - Submerged, dangerous to surface navigation",31.316894,-81.261481,Med,0
7456,KELLY MARIE,"Wreck - Submerged, dangerous to surface navigation",31.528,-81.180372,Med,0
7457,MISS MT HOPE,"Wreck - Submerged, dangerous to surface navigation",31.547725,-81.09815,Med,0
7829,UNKNOWN,Wreck - Visible,32.815,-79.963056,Med,0
7576,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.698983,-79.818917,Low,0
7577,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.699483,-79.81925,Low,0
7578,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.700178,-79.849806,Low,0
7579,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.721803,-79.707753,High,8.7
7580,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.762175,-79.738633,High,0
7581,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.763342,-79.748136,High,0
7583,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.773675,-79.727967,High,0
7584,CONSTANCE,"Wreck - Submerged, dangerous to surface navigation",32.775508,-79.761469,High,0
7585,GEORGIANA,"Wreck - Submerged, dangerous to surface navigation",32.780175,-79.760303,High,0
7586,MARY BOWERS,"Wreck - Submerged, dangerous to surface navigation",32.780175,-79.760303,High,0
7592,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.766583,-79.871694,High,26
7598,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.772083,-79.842917,Poor,0
7600,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.769231,-79.945547,High,1.2
7601,UNKNOWN,Wreck - Visible,32.775778,-79.947472,High,-2.2
7610,UNKNOWN,Wreck - Visible,32.823889,-79.963611,Low,0
7611,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.828333,-79.966944,Med,0
7616,UNKNOWN,Wreck - Visible,32.833842,-79.941267,High,0
7617,UNKNOWN,Wreck - Visible,32.838647,-79.946614,High,0
7624,UNKNOWN,Wreck - Visible,32.836564,-79.887167,High,0
7630,UNKNOWN,Wreck - Visible,32.906283,-79.844247,High,0
14832,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.668319,-81.472217,Low,
4516,SEA CAT,"Wreck - Submerged, dangerous to surface navigation",28.646072,-80.814353,High,1
53430,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.079167,-80.909444,Low,
53431,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.077206,-80.904219,Low,
53432,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.073333,-80.91,Low,8
53435,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.065732,-80.877568,High,56
14251,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.745483,-78.236508,High,8.66
14337,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.751167,-81.103333,Low,
14551,UNKNOWN,Wreck - Visible,33.200167,-79.166722,Low,0
14558,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.370341,-79.265165,High,
14529,UNKNOWN,"Wreck - Submerged, nondangerous",30.549639,-74.046528,High,
14732,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.865472,-79.879556,High,16
14915,F4D SKYRAKER BRUNO,"Wreck - Submerged, nondangerous",30.081667,-80.731667,Med,
14828,UNKNOWN,Wreck - Visible,30.730647,-81.480117,Low,
14959,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.201694,-79.183306,High,22
14997,UNKNOWN,Wreck - Visible,30.312824,-81.639828,Low,
15091,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.890389,-81.307278,High,
15092,UNKNOWN,Wreck - Visible,29.881739,-81.305031,Poor,
53981,WRECK,"Wreck - Submerged, dangerous to surface navigation",46.927222,-124.208306,High,24
53607,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",47.332742,-122.581675,Low,
53585,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.271063,-124.098549,High,4.6
53985,WRECK,"Wreck - Submerged, nondangerous",47.505056,-122.392361,High,131
50347,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",47.649364,-122.328619,High,26
50351,UNKNOWN,Not Charted,48.156369,-122.750058,High,30.8
50353,UNKNOWN,"Wreck - Submerged, nondangerous",48.683158,-123.001294,Low,0
50354,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",48.968158,-123.040472,Low,0
50355,UNKNOWN,,48.634817,-123.3463,Low,0
50359,PETER IREDALE,Not Charted,46.178436,-123.981533,Low,0
50363,VAZLAV MOROVSKY,"Wreck - Submerged, dangerous to surface navigation",46.265725,-124.044061,High,22.6
50366,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.282597,-124.087375,Low,0
